"siteid","longitude","latitude"
"401359015",-94.830059,35.5811740008932
"401430174",-96.004975,35.9537080008971
"401431127",-95.976537,36.2049020008996
"410010004",-117.8446,44.78822
"410030013",-123.274167,44.588322
"410050004",-122.5875,45.259722
"410050102",-121.790278,45.288333
"410090004",-122.771944,45.768056
"410130100",-120.8447,44.2996
"410170120",-121.312579,44.063904
"410190002",-123.3644,43.22769
"410230001",-118.9547,44.4172
"410250002",-119.051111,43.586389
"410290019",-122.810196,42.623214
"410290133",-122.879244,42.314078
"410310007",-121.1316,44.6306
"410330010",-123.681083,42.104278
"410330011",-123.2325,42.289722
"410330114",-123.348486,42.434139
"410350004",-121.7225,42.188889
"410350015",-121.704,42.0008
"410351002",-122.136019,42.895814
"410370001",-120.351944,42.188889
"410390013",-123.092049,44.047896
"410390060",-123.083737,44.026312
"410391009",-123.017704,44.046696
"410392013",-122.480518,43.744352
"410399004",-123.05349,43.79957
"410430009",-123.0916,44.615648
"410430103",-121.863333,44.383611
"410432002",-122.7299,44.3958
"410470041",-123.00591,44.94314
"410510080",-122.602222,45.496667
"410510246",-122.678784,45.561301
"410590121",-118.818611,45.651944
"410591003",-119.263306,45.828889
"410610119",-118.094497,45.338972
"410610120",-117.8128,45.3008
"410610121",-117.733,45.3095
"410630001",-117.296667,45.426306
"410650007",-121.203351,45.602399
"410670004",-122.97244,45.52853
"410670111",-122.81585,45.4702
"410711001",-123.377872160663,45.193133150137
"410711002",-123.2117998,45.2094
"420010001",-77.3096801656909,39.9200201125851
"420030008",-79.961111,40.465556
"420030064",-79.868137,40.3237440009309
"420050001",-79.5647497763623,40.8141826239239
"420070014",-80.3164417143694,40.7477958611323
"420210011",-78.915,40.309722
"420430401",-76.844722,40.245
"420450002",-75.3725,39.835556
"420710007",-76.283333,40.046667
"420910013",-75.309167,40.112222
"420950025",-75.341111,40.628056
"421010004",-75.097778,40.008889
"421010024",-75.011944,40.076389
"421250005",-79.902222,40.146667
"421330008",-76.699444,39.965278
"440030002",-71.7199,41.6156
"440070022",-71.415,41.807949
"440090007",-71.427778,41.491667
"450070004",-82.64789269,34.50583876
"450190046",-79.657187,32.9410230008615
"450190049",-79.958694,32.7909840008595
"450250001",-80.198787,34.6153670008825
"450290002",-80.965038,33.0078660008624
"450370001",-81.853635,33.7399630008719
"450410003",-79.76734715,34.21426338
"450450008",-82.402918,34.838814000885
"450450009",-82.31307,34.8991410008857
"450450010",-82.422594,34.8675240008854
"450450015",-82.4145845,34.84389511
"450630008",-81.15495,34.0510170008757
"450730001",-83.2377,34.8052610008846
"450770002",-82.838659,34.6536060008829
"460330132",-103.4839,43.5578
"460711001",-101.941111,43.746944
"470090011",-83.9421232487486,35.7684309783094
"470090101",-83.9435124602616,35.6314896929124
"470370023",-86.738902,36.176326
"470450004",-89.3822696353158,36.0528711207917
"470654002",-85.292975,35.050928
"470931013",-83.932814,35.980421
"470990002",-87.4700101954994,35.116223484649
"471071002",-84.599167,35.451111
"471130006",-88.8096516164522,35.6515412424683
"471251009",-87.327778,36.514444
"471410004",-85.3993899668756,36.2050904884307
"471450004",-84.5437196544158,35.9386951016195
"471570024",-90.041389,35.150833
"471570038",-89.930278,35.184167
"471631007",-82.521667,36.540654
"471650007",-86.652778,36.297778
"480290032",-98.620191,29.51505
"480290053",-98.312479,29.587731
"480290055",-98.431111,29.407222
"480290059",-98.311666,29.275387
"480290622",-98.332778,29.352778
"480290676",-98.551667,29.334167
"480290677",-98.580556,29.423889
"480430101",-103.16782,29.3025
"480610006",-97.493824,25.892509
"481130069",-96.860082,32.819952
"481210034",-97.19357,33.19447
"481350003",-102.341978,31.836579
"481351014",-102.334774,31.870233
"481390016",-97.026944,32.482222
"481391044",-96.87111,32.177222
"481410037",-106.501253,31.768281
"481410044",-106.455225,31.765674
"481410053",-106.501023,31.758504
"481419018",-106.322942,31.6870060008438
"481490001",-96.745278,29.9625
"481671034",-94.861111,29.254444
"482010024",-95.326111,29.901111
"482010026",-95.125556,29.8025
"482010416",-95.294722,29.686389
"482011034",-95.220576,29.767994
"482011035",-95.257591,29.733713
"482011039",-95.128485,29.670046
"482011042",-95.1875,30.065278
"482011050",-95.015535,29.583032
"482030002",-94.167449,32.669004
"482150043",-98.291064,26.226239
"482430004",-104.024631,30.66938
"482450020",-94.077383,30.06607
"482450021",-93.909013,29.922898
"482450022",-94.317781,29.863961
"482570005",-96.31766,32.564969
"482730314",-97.298698,27.426985
"483030325",-101.85041,33.59082
"483091037",-97.070556,31.653056
"483230004",-100.450833,28.701944
"483390078",-95.425134,30.350317
"483550025",-97.434272,27.76534
"483611100",-93.866944,30.194167
"483750320",-101.909236,35.201588
"484391006",-97.341389,32.759167
"484393011",-97.08858,32.65638
"484530014",-97.76024,30.354438
"484530020",-97.87231,30.483175
"484790313",-99.533333,27.599444
"484850315",-98.5725,33.863333
"490050004",-111.8375,41.731111
"490353006",-111.872222,40.736389
